locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBBINGLK_02993	CDS	1074	yccM		COG0348	Putative electron transport protein YccM
MBBINGLK_02994	CDS	174	gnsA			Protein GnsA
MBBINGLK_02995	CDS	213	cspG		COG1278	Cold shock-like protein CspG
MBBINGLK_02996	CDS	201	cspE_2			Cold shock-like protein CspE
MBBINGLK_02997	CDS	1311	appA			Periplasmic AppA protein
MBBINGLK_02998	CDS	93	appX_1			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
MBBINGLK_02999	CDS	1137	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
MBBINGLK_03000	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
MBBINGLK_03001	CDS	858				hypothetical protein
MBBINGLK_03002	CDS	399	hyaE			Hydrogenase-1 operon protein HyaE
MBBINGLK_03003	CDS	588	hyaD	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
MBBINGLK_03004	CDS	708	hyaC		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
MBBINGLK_03005	CDS	1794	hyaB	1.12.99.6	COG0374	Hydrogenase-1 large chain
MBBINGLK_03006	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
MBBINGLK_03007	tRNA	88				tRNA-Ser(tga)
MBBINGLK_03008	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
MBBINGLK_03009	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
MBBINGLK_03010	CDS	279	yccX	3.6.1.7	COG1254	Acylphosphatase
MBBINGLK_03011	CDS	1176	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
MBBINGLK_03012	CDS	318	hspQ		COG3785	Heat shock protein HspQ
MBBINGLK_03013	CDS	414	yccU		COG1832	putative protein YccU
MBBINGLK_03014	CDS	663				hypothetical protein
MBBINGLK_03015	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
MBBINGLK_03016	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
MBBINGLK_03017	CDS	447	yccF		COG3304	Inner membrane protein YccF
MBBINGLK_03018	CDS	2163	yccS		COG1289	Inner membrane protein YccS
MBBINGLK_03019	CDS	630	sxy		COG3070	Protein Sxy
MBBINGLK_03020	CDS	510	sulA		COG5404	Cell division inhibitor SulA
MBBINGLK_03021	CDS	1041	ompA		COG2885	Outer membrane protein A
MBBINGLK_03022	CDS	453	matP		COG3120	Macrodomain Ter protein
MBBINGLK_03023	CDS	1761	lon_2	3.4.21.53		Lon protease
MBBINGLK_03024	CDS	627	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
MBBINGLK_03025	CDS	168	rmf		COG3130	Ribosome modulation factor
MBBINGLK_03026	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
MBBINGLK_03027	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
MBBINGLK_03028	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
MBBINGLK_03029	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
MBBINGLK_03030	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
MBBINGLK_03031	CDS	1110	ycbX		COG0633	putative protein YcbX
MBBINGLK_03032	CDS	543	zapC			Cell division protein ZapC
MBBINGLK_03033	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
MBBINGLK_03034	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
MBBINGLK_03035	CDS	960	ssuA			Putative aliphatic sulfonates-binding protein
MBBINGLK_03036	CDS	1146	ssuD_1	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
MBBINGLK_03037	CDS	795	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
MBBINGLK_03038	CDS	768	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
MBBINGLK_03039	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
MBBINGLK_03040	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
MBBINGLK_03041	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
MBBINGLK_03042	CDS	1089	ompF			Outer membrane porin F
MBBINGLK_03043	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
MBBINGLK_03044	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
MBBINGLK_03045	CDS	549				hypothetical protein
MBBINGLK_03046	CDS	1848	ycbB_1	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
MBBINGLK_03047	CDS	4461	mukB		COG3096	Chromosome partition protein MukB
MBBINGLK_03048	CDS	705	mukE		COG3095	Chromosome partition protein MukE
MBBINGLK_03049	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
MBBINGLK_03050	CDS	786	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
MBBINGLK_03051	CDS	780				hypothetical protein
MBBINGLK_03052	CDS	894				hypothetical protein
MBBINGLK_03053	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
MBBINGLK_03054	CDS	183				hypothetical protein
MBBINGLK_03055	CDS	1233				hypothetical protein
MBBINGLK_03056	CDS	987	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
MBBINGLK_03057	CDS	1749	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
MBBINGLK_03058	CDS	2265				hypothetical protein
MBBINGLK_03059	CDS	285	ihfB		COG0776	Integration host factor subunit beta
MBBINGLK_03060	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
MBBINGLK_03061	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
MBBINGLK_03062	CDS	765	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
MBBINGLK_03063	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
MBBINGLK_03064	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
MBBINGLK_03065	CDS	693				hypothetical protein
MBBINGLK_03066	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
MBBINGLK_03067	CDS	1197				hypothetical protein
MBBINGLK_03068	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
MBBINGLK_03069	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
MBBINGLK_03070	CDS	1149	ycaD			putative MFS-type transporter YcaD
MBBINGLK_03071	CDS	627	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
MBBINGLK_03072	CDS	864	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
MBBINGLK_03073	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MBBINGLK_03074	CDS	2445	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
MBBINGLK_03075	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
MBBINGLK_03076	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
MBBINGLK_03077	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
MBBINGLK_03078	CDS	4044	ftsK		COG1674	DNA translocase FtsK
MBBINGLK_03079	CDS	495	lrp		COG1522	Leucine-responsive regulatory protein
MBBINGLK_03080	CDS	1071	trxB	1.8.1.9	COG0492	Thioredoxin reductase
MBBINGLK_03081	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
MBBINGLK_03082	CDS	1722	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
MBBINGLK_03083	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
MBBINGLK_03084	CDS	219	infA		COG0361	Translation initiation factor IF-1
	repeat_region	389				
MBBINGLK_03085	tRNA	88				tRNA-Ser(gga)
MBBINGLK_03086	CDS	555	cas6f	3.1.-.-		CRISPR-associated endonuclease Cas6/Csy4
MBBINGLK_03087	CDS	1002	csy3			CRISPR-associated protein Csy3
MBBINGLK_03088	CDS	642	csy2_1			CRISPR-associated protein Csy2
MBBINGLK_03089	CDS	216	csy2_2			CRISPR-associated protein Csy2
MBBINGLK_03090	CDS	1308	csy1			CRISPR-associated protein Csy1
MBBINGLK_03091	CDS	3234	cas3	3.1.-.-	COG1203	CRISPR-associated nuclease/helicase Cas3 subtype I-F/YPEST
MBBINGLK_03092	CDS	984	cas1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
	repeat_region	508				
MBBINGLK_03093	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
MBBINGLK_03094	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
MBBINGLK_03095	CDS	225	cspD		COG1278	Cold shock-like protein CspD
MBBINGLK_03096	CDS	1947	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
MBBINGLK_03097	CDS	1116	macA		COG0845	Macrolide export protein MacA
MBBINGLK_03098	CDS	993				hypothetical protein
MBBINGLK_03099	CDS	1659				hypothetical protein
MBBINGLK_03100	CDS	696	aqpZ		COG0580	Aquaporin Z
MBBINGLK_03101	CDS	900	lysO		COG2431	Lysine exporter LysO
MBBINGLK_03102	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
MBBINGLK_03103	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
MBBINGLK_03104	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
MBBINGLK_03105	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
MBBINGLK_03106	CDS	1431				hypothetical protein
MBBINGLK_03107	CDS	1014	oleD_2	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
MBBINGLK_03108	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
MBBINGLK_03109	CDS	324				hypothetical protein
MBBINGLK_03110	CDS	516	ybjP			putative lipoprotein YbjP
MBBINGLK_03111	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
MBBINGLK_03112	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
MBBINGLK_03113	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
MBBINGLK_03114	CDS	669	artM_2		COG4160	Arginine ABC transporter permease protein ArtM
MBBINGLK_03115	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
MBBINGLK_03116	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
MBBINGLK_03117	CDS	489	ybjO			Inner membrane protein YbjO
MBBINGLK_03118	CDS	846	ydcV_2			Inner membrane ABC transporter permease protein YdcV
MBBINGLK_03119	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
MBBINGLK_03120	CDS	1134	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
MBBINGLK_03121	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
MBBINGLK_03122	CDS	477	ybjN			putative protein YbjN
MBBINGLK_03123	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
MBBINGLK_03124	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
MBBINGLK_03125	CDS	288				hypothetical protein
MBBINGLK_03126	CDS	258	grxA		COG0695	Glutaredoxin 1
MBBINGLK_03127	CDS	378	ybjM			Inner membrane protein YbjM
MBBINGLK_03128	CDS	1686	aspT_1			Aspartate/alanine antiporter
MBBINGLK_03129	CDS	537	rcdA		COG3226	HTH-type transcriptional regulator RcdA
MBBINGLK_03130	CDS	1209	ybjJ			Inner membrane protein YbjJ
MBBINGLK_03131	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
MBBINGLK_03132	CDS	261				hypothetical protein
MBBINGLK_03133	CDS	1233	mdfA			Multidrug transporter MdfA
MBBINGLK_03134	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
MBBINGLK_03135	CDS	759	deoR_3		COG1349	Deoxyribose operon repressor
MBBINGLK_03136	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
MBBINGLK_03137	CDS	627	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
MBBINGLK_03138	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
MBBINGLK_03139	CDS	384				hypothetical protein
MBBINGLK_03140	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
MBBINGLK_03141	CDS	1329				hypothetical protein
MBBINGLK_03142	CDS	2349	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
MBBINGLK_03143	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
MBBINGLK_03144	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
MBBINGLK_03145	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
MBBINGLK_03146	CDS	1872	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
MBBINGLK_03147	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
MBBINGLK_03148	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
MBBINGLK_03149	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
MBBINGLK_03150	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
MBBINGLK_03151	CDS	900	cutD_1	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
MBBINGLK_03152	CDS	2433	pflD_1	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
MBBINGLK_03153	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
MBBINGLK_03154	CDS	1593	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
MBBINGLK_03155	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
MBBINGLK_03156	CDS	1119	ybiR		COG0471	Inner membrane protein YbiR
MBBINGLK_03157	CDS	468	mntR		COG1321	Transcriptional regulator MntR
MBBINGLK_03158	CDS	129	mntS			Small protein MntS
MBBINGLK_03159	CDS	1584	opgE	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
MBBINGLK_03160	CDS	516	ompX_1		COG3637	Outer membrane protein X
MBBINGLK_03161	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
MBBINGLK_03162	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
MBBINGLK_03163	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
MBBINGLK_03164	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
MBBINGLK_03165	CDS	723	glnQ_3		COG1126	Glutamine transport ATP-binding protein GlnQ
MBBINGLK_03166	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
MBBINGLK_03167	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
MBBINGLK_03168	CDS	261	mcbA_1			putative protein McbA
MBBINGLK_03169	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
MBBINGLK_03170	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
MBBINGLK_03171	CDS	267	ybiI		COG1734	putative protein YbiI
MBBINGLK_03172	CDS	261	bhsA_3			Multiple stress resistance protein BhsA
MBBINGLK_03173	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
MBBINGLK_03174	CDS	963	ybiB		COG0547	putative protein YbiB
MBBINGLK_03175	CDS	2151	dinG	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
MBBINGLK_03176	CDS	198	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
MBBINGLK_03177	CDS	1362	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
MBBINGLK_03178	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
MBBINGLK_03179	CDS	996				hypothetical protein
MBBINGLK_03180	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
MBBINGLK_03181	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
MBBINGLK_03182	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
MBBINGLK_03183	CDS	411	ybhQ			Inner membrane protein YbhQ
MBBINGLK_03184	CDS	762				hypothetical protein
MBBINGLK_03185	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
MBBINGLK_03186	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
MBBINGLK_03187	CDS	714				hypothetical protein
MBBINGLK_03188	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
MBBINGLK_03189	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
MBBINGLK_03190	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
MBBINGLK_03191	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
MBBINGLK_03192	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
MBBINGLK_03193	CDS	990	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
MBBINGLK_03194	CDS	909	ybhK_1		COG0391	Putative gluconeogenesis factor
MBBINGLK_03195	CDS	2022	uvrB_1		COG0556	UvrABC system protein B
MBBINGLK_03196	CDS	678	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
MBBINGLK_03197	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
MBBINGLK_03198	CDS	1155	bioF_2	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
MBBINGLK_03199	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
MBBINGLK_03200	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
MBBINGLK_03201	CDS	477				hypothetical protein
MBBINGLK_03202	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
MBBINGLK_03203	CDS	2262	leuC_2	4.2.1.33		3-isopropylmalate dehydratase large subunit
MBBINGLK_03204	CDS	486	ybhI_1		COG0471	Inner membrane protein YbhI
MBBINGLK_03205	CDS	942	ybhI_2		COG0471	Inner membrane protein YbhI
MBBINGLK_03206	CDS	1053	ybhH	5.-.-.-	COG2828	Putative isomerase YbhH
MBBINGLK_03207	CDS	954	oxyR_1			Hydrogen peroxide-inducible genes activator
MBBINGLK_03208	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
MBBINGLK_03209	CDS	915	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
MBBINGLK_03210	CDS	1059	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MBBINGLK_03211	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
MBBINGLK_03212	CDS	774	modA		COG0725	Molybdate-binding protein ModA
MBBINGLK_03213	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
MBBINGLK_03214	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
MBBINGLK_03215	CDS	1473	modF		COG1119	ABC transporter ATP-binding protein ModF
MBBINGLK_03216	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
MBBINGLK_03217	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
MBBINGLK_03218	CDS	1152	galK_1	2.7.1.6	COG0153	Galactokinase
MBBINGLK_03219	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
MBBINGLK_03220	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
MBBINGLK_03221	CDS	1053	aroG_1	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
MBBINGLK_03222	CDS	381				hypothetical protein
MBBINGLK_03223	CDS	942	zitB		COG1230	Zinc transporter ZitB
MBBINGLK_03224	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
MBBINGLK_03225	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
MBBINGLK_03226	tRNA	76				tRNA-Lys(ttt)
MBBINGLK_03227	tRNA	76				tRNA-Lys(ttt)
MBBINGLK_03228	tRNA	76				tRNA-Lys(ttt)
MBBINGLK_03229	CDS	1398				hypothetical protein
MBBINGLK_03230	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
MBBINGLK_03231	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
MBBINGLK_03232	CDS	972	dmlR_3			HTH-type transcriptional regulator DmlR
MBBINGLK_03233	CDS	1014	yhjD		COG1295	Inner membrane protein YhjD
MBBINGLK_03234	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
MBBINGLK_03235	CDS	2061				hypothetical protein
MBBINGLK_03236	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
MBBINGLK_03237	CDS	930	kdgK_2	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
MBBINGLK_03238	CDS	1497	yhjJ		COG0612	Protein YhjJ
MBBINGLK_03239	CDS	1287	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
MBBINGLK_03240	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
MBBINGLK_03241	CDS	3474	bcsC		COG0457	Cellulose synthase operon protein C
MBBINGLK_03242	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
MBBINGLK_03243	CDS	2310	bcsB			Cyclic di-GMP-binding protein
MBBINGLK_03244	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
MBBINGLK_03245	CDS	375	bcsG			Cellulose biosynthesis protein BcsG
MBBINGLK_03246	CDS	108	ldrD_1			Small toxic polypeptide LdrD
MBBINGLK_03247	CDS	108	ldrD_2			Small toxic polypeptide LdrD
MBBINGLK_03248	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
MBBINGLK_03249	CDS	1005	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
MBBINGLK_03250	CDS	984	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
MBBINGLK_03251	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
MBBINGLK_03252	CDS	1020	dppB_1		COG0601	Dipeptide transport system permease protein DppB
MBBINGLK_03253	CDS	144				hypothetical protein
MBBINGLK_03254	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
MBBINGLK_03255	tRNA	77				tRNA-Pro(cgg)
MBBINGLK_03256	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
MBBINGLK_03257	CDS	1209	yhjX			putative MFS-type transporter YhjX
MBBINGLK_03258	CDS	699				hypothetical protein
MBBINGLK_03259	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
MBBINGLK_03260	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
MBBINGLK_03261	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
MBBINGLK_03262	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
MBBINGLK_03263	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
MBBINGLK_03264	CDS	711				hypothetical protein
MBBINGLK_03265	CDS	291				hypothetical protein
MBBINGLK_03266	CDS	213	cspA		COG1278	Cold shock protein CspA
MBBINGLK_03267	CDS	213				hypothetical protein
MBBINGLK_03268	CDS	2070	glyS_1	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
MBBINGLK_03269	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
MBBINGLK_03270	CDS	300				hypothetical protein
MBBINGLK_03271	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
MBBINGLK_03272	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
MBBINGLK_03273	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
MBBINGLK_03274	CDS	1455	xylB_2	2.7.1.17	COG1070	Xylulose kinase
MBBINGLK_03275	CDS	1323	xylA	5.3.1.5		Xylose isomerase
MBBINGLK_03276	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
MBBINGLK_03277	CDS	1542	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
MBBINGLK_03278	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
MBBINGLK_03279	CDS	1179	xylR			Xylose operon regulatory protein
MBBINGLK_03280	CDS	825				hypothetical protein
MBBINGLK_03281	CDS	2031	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
MBBINGLK_03282	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
MBBINGLK_03283	CDS	474	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
MBBINGLK_03284	CDS	849	yiaJ		COG1414	DNA-binding transcriptional repressor YiaJ
MBBINGLK_03285	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
MBBINGLK_03286	CDS	465			COG2731	putative protein
MBBINGLK_03287	CDS	921	yiaX1			putative protein YiaX1
MBBINGLK_03288	CDS	468	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
MBBINGLK_03289	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
MBBINGLK_03290	CDS	987	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
MBBINGLK_03291	CDS	1497	lyx	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
MBBINGLK_03292	CDS	663	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
MBBINGLK_03293	CDS	861	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
MBBINGLK_03294	CDS	696	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
MBBINGLK_03295	CDS	1539	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
MBBINGLK_03296	CDS	1296				hypothetical protein
MBBINGLK_03297	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
MBBINGLK_03298	CDS	1845	selB		COG3276	Selenocysteine-specific elongation factor
MBBINGLK_03299	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
MBBINGLK_03300	CDS	609	yibF		COG0625	putative GST-like protein YibF
MBBINGLK_03301	CDS	1137	yibH		COG1566	Inner membrane protein YibH
MBBINGLK_03302	CDS	363	yiaW			Inner membrane protein YiaW
MBBINGLK_03303	CDS	1914	mtlA_2		COG2213	PTS system mannitol-specific EIICBA component
MBBINGLK_03304	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
MBBINGLK_03305	CDS	588	mtlR		COG3722	Mannitol operon repressor
MBBINGLK_03306	CDS	210				hypothetical protein
